Name,Status,Completed,Collin Rating,Valerie Rating,Genre,Source,Previously Seen By,Chosen By,imdb,Release Date,imdb_id,extra_info,tmdb_id,summary,adult,genre_ids,popularity,vote_average,vote_count
Donnie Darko,Watched,"January 5, 2024",7.5,7.5,Bizarro,Torrent,Collin,Collin,https://www.imdb.com/title/tt0246578/,"January 19, 2001",tt0246578,"{'tmdb_id': 141, 'summary': 'After narrowly escaping a bizarre accident, a troubled teenager is plagued by visions of a large bunny rabbit that manipulates him to commit a series of crimes.', 'adult': False, 'genre_ids': [14, 18, 9648], 'popularity': 41.213, 'vote_average': 7.777, 'vote_count': 12321}",141,"After narrowly escaping a bizarre accident, a troubled teenager is plagued by visions of a large bunny rabbit that manipulates him to commit a series of crimes.",False,"[14, 18, 9648]",41.213,7.777,12321
Minions,Watched,"January 3, 2024",6.0,6.0,"Comedy, Family",Netflix,Valerie,Valerie,https://www.imdb.com/title/tt2293640/,"June 18, 2015",tt2293640,"{'tmdb_id': 211672, 'summary': 'Minions Stuart, Kevin and Bob are recruited by Scarlet Overkill, a super-villain who, alongside her inventor husband Herb, hatches a plot to take over the world.', 'adult': False, 'genre_ids': [10751, 16, 12, 35], 'popularity': 36.713, 'vote_average': 6.411, 'vote_count': 10468}",211672,"Minions Stuart, Kevin and Bob are recruited by Scarlet Overkill, a super-villain who, alongside her inventor husband Herb, hatches a plot to take over the world.",False,"[10751, 16, 12, 35]",36.713,6.411,10468
Treasure Planet,Watched,"January 2, 2024",6.5,9.0,"Action, Family",Disney +,Valerie,Valerie,https://www.imdb.com/title/tt0133240/,"November 17, 2002",tt0133240,"{'tmdb_id': 9016, 'summary': 'When space galleon cabin boy Jim Hawkins discovers a map to an intergalactic ""loot of a thousand worlds,"" a cyborg cook named John Silver teaches him to battle supernovas and space storms on their journey to find treasure.', 'adult': False, 'genre_ids': [12, 16, 10751, 14, 878], 'popularity': 40.299, 'vote_average': 7.548, 'vote_count': 4139}",9016,"When space galleon cabin boy Jim Hawkins discovers a map to an intergalactic ""loot of a thousand worlds,"" a cyborg cook named John Silver teaches him to battle supernovas and space storms on their journey to find treasure.",False,"[12, 16, 10751, 14, 878]",40.299,7.548,4139
Horrible Bosses 2,Watched,"December 30, 2023",6.0,3.0,Comedy,Torrent,Collin,Collin,https://www.imdb.com/title/tt2170439/,"November 26, 2014",tt2170439,"{'tmdb_id': 227159, 'summary': ""Dale, Kurt and Nick decide to start their own business but things don't go as planned because of a slick investor, prompting the trio to pull off a harebrained and misguided kidnapping scheme."", 'adult': False, 'genre_ids': [35], 'popularity': 30.793, 'vote_average': 6.189, 'vote_count': 4088}",227159,"Dale, Kurt and Nick decide to start their own business but things don't go as planned because of a slick investor, prompting the trio to pull off a harebrained and misguided kidnapping scheme.",False,[35],30.793,6.189,4088
Encanto,Watched,"December 28, 2023",7.0,4.0,"Family, Musical",Disney +,Valerie,Valerie,https://www.imdb.com/title/tt2953050/,"November 3, 2021",tt2953050,"{'tmdb_id': 568124, 'summary': ""The tale of an extraordinary family, the Madrigals, who live hidden in the mountains of Colombia, in a magical house, in a vibrant town, in a wondrous, charmed place called an Encanto. The magic of the Encanto has blessed every child in the family—every child except one, Mirabel. But when she discovers that the magic surrounding the Encanto is in danger, Mirabel decides that she, the only ordinary Madrigal, might just be her exceptional family's last hope."", 'adult': False, 'genre_ids': [16, 35, 10751, 14], 'popularity': 111.265, 'vote_average': 7.599, 'vote_count': 9388}",568124,"The tale of an extraordinary family, the Madrigals, who live hidden in the mountains of Colombia, in a magical house, in a vibrant town, in a wondrous, charmed place called an Encanto. The magic of the Encanto has blessed every child in the family—every child except one, Mirabel. But when she discovers that the magic surrounding the Encanto is in danger, Mirabel decides that she, the only ordinary Madrigal, might just be her exceptional family's last hope.",False,"[16, 35, 10751, 14]",111.265,7.599,9388
Submarine,Watched,"December 27, 2023",6.0,6.5,"Comedy, Drama",Torrent,Collin,Collin,https://www.imdb.com/title/tt1440292/,"January 1, 2011",tt1440292,"{'tmdb_id': 49020, 'summary': ""15-year-old deep-thinking Welsh schoolboy Oliver Tate struggles to initiate and maintain a relationship with Jordana, his devilish, dark-haired classmate at their Swansea high school. As his parents' marriage begins to fall apart, similar problems arise in his relationship with Jordana."", 'adult': False, 'genre_ids': [18, 35, 10749], 'popularity': 8.296, 'vote_average': 7.4, 'vote_count': 1427}",49020,"15-year-old deep-thinking Welsh schoolboy Oliver Tate struggles to initiate and maintain a relationship with Jordana, his devilish, dark-haired classmate at their Swansea high school. As his parents' marriage begins to fall apart, similar problems arise in his relationship with Jordana.",False,"[18, 35, 10749]",8.296,7.4,1427
Diary of a Mad Black Woman,Watched,"December 26, 2023",8.0,8.0,"Comedy, Drama",Torrent,Valerie,Valerie,https://www.imdb.com/title/tt0422093/,"February 25, 2005",tt0422093,"{'tmdb_id': 16186, 'summary': ""Charles, an attorney, and Helen, his devoted wife, seem to have everything – money, a beautiful mansion – the American Dream. However, as Helen prepares to celebrate their 18th wedding anniversary, her life takes an unexpected twist when she comes home to find her clothes packed up in a U-Haul van parked in the driveway. Charles is divorcing her and kicks her out. Helen moves in with her grandmother Madea, an old woman who doesn't take any lip from anyone. Madea helps Helen through these tough times by showing her what is really important in life. Helen is forced to rediscover love, life and religion in her pursuit for happiness."", 'adult': False, 'genre_ids': [18, 10749, 35], 'popularity': 14.255, 'vote_average': 6.6, 'vote_count': 208}",16186,"Charles, an attorney, and Helen, his devoted wife, seem to have everything – money, a beautiful mansion – the American Dream. However, as Helen prepares to celebrate their 18th wedding anniversary, her life takes an unexpected twist when she comes home to find her clothes packed up in a U-Haul van parked in the driveway. Charles is divorcing her and kicks her out. Helen moves in with her grandmother Madea, an old woman who doesn't take any lip from anyone. Madea helps Helen through these tough times by showing her what is really important in life. Helen is forced to rediscover love, life and religion in her pursuit for happiness.",False,"[18, 10749, 35]",14.255,6.6,208
Mean Girls,Watched,"December 14, 2023",8.0,8.0,Comedy,Torrent,"Collin, Valerie","Collin, Valerie",https://www.imdb.com/title/tt0377092/,"April 30, 2004",tt0377092,"{'tmdb_id': 10625, 'summary': 'Cady Heron is a hit with The Plastics, the A-list girl clique at her new school, until she makes the mistake of falling for Aaron Samuels, the ex-boyfriend of alpha Plastic Regina George.', 'adult': False, 'genre_ids': [18, 35], 'popularity': 91.807, 'vote_average': 7.2, 'vote_count': 8681}",10625,"Cady Heron is a hit with The Plastics, the A-list girl clique at her new school, until she makes the mistake of falling for Aaron Samuels, the ex-boyfriend of alpha Plastic Regina George.",False,"[18, 35]",91.807,7.2,8681
Dreamgirls,Watched,"December 11, 2023",9.0,9.5,"Drama, Musical",Torrent,Valerie,Valerie,https://www.imdb.com/title/tt0443489/,"December 15, 2006",tt0443489,"{'tmdb_id': 1125, 'summary': 'A trio of female soul singers cross over to the pop charts in the early 1960s, facing their own personal struggles along the way.', 'adult': False, 'genre_ids': [18, 10402], 'popularity': 13.9, 'vote_average': 6.74, 'vote_count': 984}",1125,"A trio of female soul singers cross over to the pop charts in the early 1960s, facing their own personal struggles along the way.",False,"[18, 10402]",13.9,6.74,984
The Rocker,Watched,"December 8, 2023",5.5,5.0,"Comedy, Musical",Torrent,Collin,Collin,https://www.imdb.com/title/tt1031969/,"August 20, 2008",tt1031969,"{'tmdb_id': 10186, 'summary': ""In the 1980s, a drummer is abandoned by his band just before they become rock superstars. Twenty years later, the drummer sees his second chance at stardom arise when he is asked to perform with his teenage nephew's high school rock band."", 'adult': False, 'genre_ids': [35, 10402], 'popularity': 13.327, 'vote_average': 6.031, 'vote_count': 578}",10186,"In the 1980s, a drummer is abandoned by his band just before they become rock superstars. Twenty years later, the drummer sees his second chance at stardom arise when he is asked to perform with his teenage nephew's high school rock band.",False,"[35, 10402]",13.327,6.031,578
Black is King,Watched,"December 6, 2023",4.0,6.5,"Bizarro, Musical",Disney +,Valerie,Valerie,https://www.imdb.com/title/tt12607910/,"July 31, 2020",tt12607910,"{'tmdb_id': 719643, 'summary': 'This visual album from Beyoncé reimagines the lessons of ""The Lion King"" (2019) for today’s young kings and queens in search of their own crowns.', 'adult': False, 'genre_ids': [10402], 'popularity': 8.133, 'vote_average': 7.3, 'vote_count': 123}",719643,"This visual album from Beyoncé reimagines the lessons of ""The Lion King"" (2019) for today’s young kings and queens in search of their own crowns.",False,[10402],8.133,7.3,123
The 40 Year-Old Virgin,Watched,"November 28, 2023",7.5,6.0,"Comedy, Stoner",Prime Video,Collin,Collin,https://www.imdb.com/title/tt0405422/,"August 19, 2005",tt0405422,"{'tmdb_id': 6957, 'summary': ""Andy Stitzer has a pleasant life with a nice apartment and a job stamping invoices at an electronics store. But at age 40, there's one thing Andy hasn't done, and it's really bothering his sex-obsessed male co-workers: Andy is still a virgin. Determined to help Andy get laid, the guys make it their mission to de-virginize him. But it all seems hopeless until Andy meets small business owner Trish, a single mom."", 'adult': False, 'genre_ids': [35, 10749], 'popularity': 34.428, 'vote_average': 6.4, 'vote_count': 6615}",6957,"Andy Stitzer has a pleasant life with a nice apartment and a job stamping invoices at an electronics store. But at age 40, there's one thing Andy hasn't done, and it's really bothering his sex-obsessed male co-workers: Andy is still a virgin. Determined to help Andy get laid, the guys make it their mission to de-virginize him. But it all seems hopeless until Andy meets small business owner Trish, a single mom.",False,"[35, 10749]",34.428,6.4,6615
The Great Muppet Caper,Watched,"November 26, 2023",7.5,7.5,"Comedy, Family",Disney +,Valerie,Valerie,https://www.imdb.com/title/tt0082474/,"June 26, 1981",tt0082474,"{'tmdb_id': 14900, 'summary': ""Kermit and Fozzie are newspaper reporters sent to London to interview Lady Holiday, a wealthy fashion designer whose priceless diamond necklace is stolen. Kermit meets and falls in love with her secretary, Miss Piggy. The jewel thieves strike again, and this time frame Miss Piggy. It's up to Kermit and Muppets to bring the real culprits to justice."", 'adult': False, 'genre_ids': [10751, 80, 35, 9648, 10402], 'popularity': 9.732, 'vote_average': 6.823, 'vote_count': 296}",14900,"Kermit and Fozzie are newspaper reporters sent to London to interview Lady Holiday, a wealthy fashion designer whose priceless diamond necklace is stolen. Kermit meets and falls in love with her secretary, Miss Piggy. The jewel thieves strike again, and this time frame Miss Piggy. It's up to Kermit and Muppets to bring the real culprits to justice.",False,"[10751, 80, 35, 9648, 10402]",9.732,6.823,296
Chronicle,Watched,"November 18, 2023",8.0,8.0,"Bizarro, Drama",Torrent,Collin,Collin,https://www.imdb.com/title/tt1706593/,"February 1, 2012",tt1706593,"{'tmdb_id': 76726, 'summary': 'Three high school students make an incredible discovery, leading to their developing uncanny powers beyond their understanding. As they learn to control their abilities and use them to their advantage, their lives start to spin out of control, and their darker sides begin to take over.', 'adult': False, 'genre_ids': [878, 18, 53], 'popularity': 29.311, 'vote_average': 6.828, 'vote_count': 5233}",76726,"Three high school students make an incredible discovery, leading to their developing uncanny powers beyond their understanding. As they learn to control their abilities and use them to their advantage, their lives start to spin out of control, and their darker sides begin to take over.",False,"[878, 18, 53]",29.311,6.828,5233
SpongeBob: Sponge Out of Water,Watched,"November 16, 2023",7.5,7.0,"Comedy, Family",Prime Video,Neither,"Collin, Valerie",https://www.imdb.com/title/tt2279373/,"February 6, 2015",tt2279373,"{'tmdb_id': 228165, 'summary': 'Burger Beard is a pirate who is in search of the final page of a magical book that makes any evil plan he writes in it come true, which happens to be the Krabby Patty secret formula. When the entire city of Bikini Bottom is put in danger, SpongeBob, Patrick, Mr. Krabs, Squidward, Sandy, and Plankton need to go on a quest that takes them to the surface. In order to get back the recipe and save their city, the gang must retrieve the book and transform themselves into superheroes.', 'adult': False, 'genre_ids': [10751, 12, 35, 14, 16], 'popularity': 55.344, 'vote_average': 6.1, 'vote_count': 2326}",228165,"Burger Beard is a pirate who is in search of the final page of a magical book that makes any evil plan he writes in it come true, which happens to be the Krabby Patty secret formula. When the entire city of Bikini Bottom is put in danger, SpongeBob, Patrick, Mr. Krabs, Squidward, Sandy, and Plankton need to go on a quest that takes them to the surface. In order to get back the recipe and save their city, the gang must retrieve the book and transform themselves into superheroes.",False,"[10751, 12, 35, 14, 16]",55.344,6.1,2326
Prince of Egypt,Watched,"November 16, 2023",7.5,9.5,"Drama, Family",Torrent,Valerie,Valerie,https://www.imdb.com/title/tt0120794/,"December 16, 1998",tt0120794,"{'tmdb_id': 9837, 'summary': 'The strong bond between two brothers is challenged when their chosen responsibilities set them at odds, with extraordinary consequences.', 'adult': False, 'genre_ids': [12, 16, 18, 10751], 'popularity': 43.757, 'vote_average': 7.3, 'vote_count': 3929}",9837,"The strong bond between two brothers is challenged when their chosen responsibilities set them at odds, with extraordinary consequences.",False,"[12, 16, 18, 10751]",43.757,7.3,3929
Big Top Pee Wee,Watched,"November 15, 2023",7.5,7.5,"Comedy, Family",Torrent,Collin,Collin,https://www.imdb.com/title/tt0094744/,"July 22, 1988",tt0094744,"{'tmdb_id': 30502, 'summary': 'Paul Reubens stars as Pee-wee Herman in his second full-length film about a farmer who joins the circus after a storm drops a big tent in his front yard. Pee-wee, along with an outlandish cast of animals and circus performers, puts on the best show ever.', 'adult': False, 'genre_ids': [35, 10751], 'popularity': 6.326, 'vote_average': 4.9, 'vote_count': 129}",30502,"Paul Reubens stars as Pee-wee Herman in his second full-length film about a farmer who joins the circus after a storm drops a big tent in his front yard. Pee-wee, along with an outlandish cast of animals and circus performers, puts on the best show ever.",False,"[35, 10751]",6.326,4.9,129
Nacho Libre,Watched,"November 11, 2023",7.5,9.0,"Comedy, Family",Torrent,Valerie,Valerie,https://www.imdb.com/title/tt0457510/,"June 16, 2006",tt0457510,"{'tmdb_id': 9353, 'summary': 'Nacho Libre is loosely based on the story of Fray Tormenta (""Friar Storm""), aka Rev. Sergio Gutierrez Benitez, a real-life Mexican Catholic priest who had a 23-year career as a masked luchador. He competed in order to support the orphanage he directed.', 'adult': False, 'genre_ids': [35, 10751, 18], 'popularity': 48.763, 'vote_average': 6.5, 'vote_count': 1603}",9353,"Nacho Libre is loosely based on the story of Fray Tormenta (""Friar Storm""), aka Rev. Sergio Gutierrez Benitez, a real-life Mexican Catholic priest who had a 23-year career as a masked luchador. He competed in order to support the orphanage he directed.",False,"[35, 10751, 18]",48.763,6.5,1603
Coco,Watched,"November 8, 2023",7.0,8.5,"Family, Musical",Disney +,Valerie,Valerie,https://www.imdb.com/title/tt2380307/,"November 22, 2017",tt2380307,"{'tmdb_id': 354912, 'summary': ""Despite his family’s baffling generations-old ban on music, Miguel dreams of becoming an accomplished musician like his idol, Ernesto de la Cruz. Desperate to prove his talent, Miguel finds himself in the stunning and colorful Land of the Dead following a mysterious chain of events. Along the way, he meets charming trickster Hector, and together, they set off on an extraordinary journey to unlock the real story behind Miguel's family history."", 'adult': False, 'genre_ids': [10751, 16, 10402, 12], 'popularity': 411.279, 'vote_average': 8.212, 'vote_count': 19285}",354912,"Despite his family’s baffling generations-old ban on music, Miguel dreams of becoming an accomplished musician like his idol, Ernesto de la Cruz. Desperate to prove his talent, Miguel finds himself in the stunning and colorful Land of the Dead following a mysterious chain of events. Along the way, he meets charming trickster Hector, and together, they set off on an extraordinary journey to unlock the real story behind Miguel's family history.",False,"[10751, 16, 10402, 12]",411.279,8.212,19285
Whiplash,Watched,"November 7, 2023",9.0,9.0,"Drama, Musical",Torrent,Valerie,Valerie,https://www.imdb.com/title/tt2582802/,"October 10, 2014",tt2582802,"{'tmdb_id': 244786, 'summary': 'Under the direction of a ruthless instructor, a talented young drummer begins to pursue perfection at any cost, even his humanity.', 'adult': False, 'genre_ids': [18, 10402], 'popularity': 63.402, 'vote_average': 8.381, 'vote_count': 14991}",244786,"Under the direction of a ruthless instructor, a talented young drummer begins to pursue perfection at any cost, even his humanity.",False,"[18, 10402]",63.402,8.381,14991
Five Nights At Freddy’s,Watched,"November 1, 2023",4.5,5.0,"Action, Family",Prime Video,Neither,Valerie,https://www.imdb.com/title/tt4589218/,"October 25, 2023",tt4589218,"{'tmdb_id': 507089, 'summary': ""Recently fired and desperate for work, a troubled young man named Mike agrees to take a position as a night security guard at an abandoned theme restaurant: Freddy Fazbear's Pizzeria. But he soon discovers that nothing at Freddy's is what it seems."", 'adult': False, 'genre_ids': [27, 9648], 'popularity': 147.088, 'vote_average': 7.6, 'vote_count': 3985}",507089,"Recently fired and desperate for work, a troubled young man named Mike agrees to take a position as a night security guard at an abandoned theme restaurant: Freddy Fazbear's Pizzeria. But he soon discovers that nothing at Freddy's is what it seems.",False,"[27, 9648]",147.088,7.6,3985
Wayne’s World,Watched,"October 23, 2023",7.5,7.0,"Comedy, Stoner",Torrent,"Collin, Valerie",Collin,https://www.imdb.com/title/tt0105793/,"February 14, 1992",tt0105793,"{'tmdb_id': 8872, 'summary': 'The adventures of two amiably aimless metal-head friends, Wayne and Garth. From Wayne\'s basement, the pair broadcast a talk-show called ""Wayne\'s World"" on local public access television. The show comes to the attention of a sleazy network executive who wants to produce a big-budget version of ""Wayne\'s World""—and he also wants Wayne\'s girlfriend, a rock singer named Cassandra. Wayne and Garth have to battle the executive not only to save their show, but also Cassandra.', 'adult': False, 'genre_ids': [35, 10402], 'popularity': 21.031, 'vote_average': 6.7, 'vote_count': 2199}",8872,"The adventures of two amiably aimless metal-head friends, Wayne and Garth. From Wayne's basement, the pair broadcast a talk-show called ""Wayne's World"" on local public access television. The show comes to the attention of a sleazy network executive who wants to produce a big-budget version of ""Wayne's World""—and he also wants Wayne's girlfriend, a rock singer named Cassandra. Wayne and Garth have to battle the executive not only to save their show, but also Cassandra.",False,"[35, 10402]",21.031,6.7,2199
Holes,Watched,"October 21, 2023",8.0,9.0,"Comedy, Family",Disney +,"Collin, Valerie",Valerie,https://www.imdb.com/title/tt0311289/,"April 11, 2003",tt0311289,"{'tmdb_id': 8326, 'summary': ""A wrongfully convicted boy is sent to a brutal desert detention camp where he must dig holes in order to build character. What he doesn't know is that he is digging holes in order to search for a lost treasure hidden somewhere in the camp."", 'adult': False, 'genre_ids': [12, 10751, 18, 35], 'popularity': 20.371, 'vote_average': 6.854, 'vote_count': 1361}",8326,A wrongfully convicted boy is sent to a brutal desert detention camp where he must dig holes in order to build character. What he doesn't know is that he is digging holes in order to search for a lost treasure hidden somewhere in the camp.,False,"[12, 10751, 18, 35]",20.371,6.854,1361
Don’t Look Up,Watched,"October 18, 2023",8.0,6.0,"Comedy, Drama",Netflix,Collin,Collin,https://www.imdb.com/title/tt11286314/,"December 8, 2021",tt11286314,"{'tmdb_id': 646380, 'summary': 'Two astronomers go on a media tour to warn humankind of a planet-killing comet hurtling toward Earth. The response from a distracted world: Meh.', 'adult': False, 'genre_ids': [35, 878, 18], 'popularity': 35.618, 'vote_average': 7.089, 'vote_count': 8139}",646380,Two astronomers go on a media tour to warn humankind of a planet-killing comet hurtling toward Earth. The response from a distracted world: Meh.,False,"[35, 878, 18]",35.618,7.089,8139
Corpse Bride,Watched,"October 17, 2023",7.0,8.5,Musical,Torrent,Valerie,Valerie,https://www.imdb.com/title/tt0121164/,"September 16, 2005",tt0121164,"{'tmdb_id': 3933, 'summary': 'Set in a 19th-century European village, this stop-motion animation feature follows the story of Victor, a young man whisked away to the underworld and wed to a mysterious corpse bride, while his real bride Victoria waits bereft in the land of the living.', 'adult': False, 'genre_ids': [10749, 14, 16], 'popularity': 817.505, 'vote_average': 7.572, 'vote_count': 9091}",3933,"Set in a 19th-century European village, this stop-motion animation feature follows the story of Victor, a young man whisked away to the underworld and wed to a mysterious corpse bride, while his real bride Victoria waits bereft in the land of the living.",False,"[10749, 14, 16]",817.505,7.572,9091
Liar Liar,Watched,"October 16, 2023",6.5,6.5,Comedy,Netflix,Collin,Collin,https://www.imdb.com/title/tt0119528/,"March 21, 1997",tt0119528,"{'tmdb_id': 1624, 'summary': ""Fletcher Reed, a fast-talking, habitual liar, divorced father, is an incredibly successful lawyer who has built his career by lying. He is used to giving priority to his job and always breaking promises to be with his young son Max, but Fletcher often lets Max down, by missing his son's birthday party. But even then at 8:15 Max decides to make him an honest man as he wishes for a whole day where his father can't lie. When his son Max blows out the candles on his fifth birthday, he only has one wish - for his father to stop lying for 24 hours. When Max's wish comes true, Fletcher discovers that his mouth has suddenly become his biggest obstacle"", 'adult': False, 'genre_ids': [35], 'popularity': 25.293, 'vote_average': 6.687, 'vote_count': 5579}",1624,"Fletcher Reed, a fast-talking, habitual liar, divorced father, is an incredibly successful lawyer who has built his career by lying. He is used to giving priority to his job and always breaking promises to be with his young son Max, but Fletcher often lets Max down, by missing his son's birthday party. But even then at 8:15 Max decides to make him an honest man as he wishes for a whole day where his father can't lie. When his son Max blows out the candles on his fifth birthday, he only has one wish - for his father to stop lying for 24 hours. When Max's wish comes true, Fletcher discovers that his mouth has suddenly become his biggest obstacle",False,[35],25.293,6.687,5579
What We Do In The Shadows,Watched,"October 14, 2023",4.0,7.5,Comedy,Torrent,Valerie,Valerie,https://www.imdb.com/title/tt3416742/,"February 13, 2015",tt3416742,"{'tmdb_id': 246741, 'summary': 'Vampire housemates try to cope with the complexities of modern life and show a newly turned hipster some of the perks of being undead.', 'adult': False, 'genre_ids': [35, 27], 'popularity': 18.406, 'vote_average': 7.575, 'vote_count': 3480}",246741,Vampire housemates try to cope with the complexities of modern life and show a newly turned hipster some of the perks of being undead.,False,"[35, 27]",18.406,7.575,3480
Matilda,Watched,"October 13, 2023",8.0,8.0,"Comedy, Family",Netflix,Collin,Collin,https://www.imdb.com/title/tt0117008/,"August 2, 1996",tt0117008,"{'tmdb_id': 10830, 'summary': 'Matilda Wormwood is an exquisite and intelligent little girl. Unfortunately, her parents, Harry and Zinnia misunderstand her because they think she is so different. As time passes, she finally starts school and has a kind teacher, loyal friends, and a sadistic headmistress. As she gets fed up with the constant cruelty, she begins to realize that she has a gift of telekinetic powers. After some days of practice, she suddenly turns the tables to stand up to Harry and Zinnia and outwit the headmistress.', 'adult': False, 'genre_ids': [35, 10751, 14], 'popularity': 57.43, 'vote_average': 7.164, 'vote_count': 4384}",10830,"Matilda Wormwood is an exquisite and intelligent little girl. Unfortunately, her parents, Harry and Zinnia misunderstand her because they think she is so different. As time passes, she finally starts school and has a kind teacher, loyal friends, and a sadistic headmistress. As she gets fed up with the constant cruelty, she begins to realize that she has a gift of telekinetic powers. After some days of practice, she suddenly turns the tables to stand up to Harry and Zinnia and outwit the headmistress.",False,"[35, 10751, 14]",57.43,7.164,4384
Idiocracy,Watched,"October 10, 2023",7.0,7.5,Comedy,Prime Video,Collin,Collin,https://www.imdb.com/title/tt0387808/,"September 1, 2006",tt0387808,"{'tmdb_id': 7512, 'summary': ""To test its top-secret Human Hibernation Project, the Pentagon picks the most average Americans it can find - an Army private and a prostitute - and sends them to the year 2505 after a series of freak events. But when they arrive, they find a civilization so dumbed-down that they're the smartest people around."", 'adult': False, 'genre_ids': [35, 878, 12], 'popularity': 36.176, 'vote_average': 6.343, 'vote_count': 2945}",7512,"To test its top-secret Human Hibernation Project, the Pentagon picks the most average Americans it can find - an Army private and a prostitute - and sends them to the year 2505 after a series of freak events. But when they arrive, they find a civilization so dumbed-down that they're the smartest people around.",False,"[35, 878, 12]",36.176,6.343,2945
Garfield: A Tail of Two Kitties,Watched,"September 27, 2023",3.0,4.0,"Comedy, Family",Disney +,Valerie,Valerie,https://www.imdb.com/title/tt0455499/,"June 16, 2006",tt0455499,"{'tmdb_id': 9513, 'summary': 'Jon and Garfield visit the United Kingdom, where a case of mistaken cat identity finds Garfield ruling over a castle. His reign is soon jeopardized by the nefarious Lord Dargis, who has designs on the estate.', 'adult': False, 'genre_ids': [16, 35, 10751, 12, 18, 14], 'popularity': 32.841, 'vote_average': 5.6, 'vote_count': 2167}",9513,"Jon and Garfield visit the United Kingdom, where a case of mistaken cat identity finds Garfield ruling over a castle. His reign is soon jeopardized by the nefarious Lord Dargis, who has designs on the estate.",False,"[16, 35, 10751, 12, 18, 14]",32.841,5.6,2167
The Road To El Dorado,Watched,"September 13, 2023",8.0,8.5,"Family, Musical",Disney +,"Collin, Valerie","Collin, Valerie",https://www.imdb.com/title/tt0138749/,"March 31, 2000",tt0138749,"{'tmdb_id': 10501, 'summary': 'After a failed swindle, two con-men end up with a map to El Dorado, the fabled ""city of gold,"" and an unintended trip to the New World.  Much to their surprise, the map does lead the pair to the mythical city, where the startled inhabitants promptly begin to worship them as gods.  The only question is, do they take the worshipful natives for all they\'re worth, or is there a bit more to El Dorado than riches?', 'adult': False, 'genre_ids': [10751, 12, 16, 35, 14], 'popularity': 34.706, 'vote_average': 7.254, 'vote_count': 3700}",10501,"After a failed swindle, two con-men end up with a map to El Dorado, the fabled ""city of gold,"" and an unintended trip to the New World.  Much to their surprise, the map does lead the pair to the mythical city, where the startled inhabitants promptly begin to worship them as gods.  The only question is, do they take the worshipful natives for all they're worth, or is there a bit more to El Dorado than riches?",False,"[10751, 12, 16, 35, 14]",34.706,7.254,3700
Spy Kids 3,Watched,"September 8, 2023",6.0,6.5,"Comedy, Family",Torrent,"Collin, Valerie",Valerie,https://www.imdb.com/title/tt0338459/,"July 25, 2003",tt0338459,"{'tmdb_id': 12279, 'summary': ""Carmen's caught in a virtual reality game designed by the Kids' new nemesis, the Toymaker. It's up to Juni to save his sister, and ultimately the world."", 'adult': False, 'genre_ids': [28, 12, 35, 10751, 878], 'popularity': 29.979, 'vote_average': 5.1, 'vote_count': 2181}",12279,"Carmen's caught in a virtual reality game designed by the Kids' new nemesis, the Toymaker. It's up to Juni to save his sister, and ultimately the world.",False,"[28, 12, 35, 10751, 878]",29.979,5.1,2181
Horrible Bosses,Watched,"September 6, 2023",6.5,4.0,Comedy,Torrent,Collin,Collin,https://www.imdb.com/title/tt1499658/,"July 8, 2011",tt1499658,"{'tmdb_id': 51540, 'summary': 'For Nick, Kurt and Dale, the only thing that would make the daily grind more tolerable would be to grind their intolerable bosses into dust. Quitting is not an option, so, with the benefit of a few-too-many drinks and some dubious advice from a hustling ex-con, the three friends devise a convoluted and seemingly foolproof plan to rid themselves of their respective employers... permanently.', 'adult': False, 'genre_ids': [35, 80], 'popularity': 16.99, 'vote_average': 6.6, 'vote_count': 6281}",51540,"For Nick, Kurt and Dale, the only thing that would make the daily grind more tolerable would be to grind their intolerable bosses into dust. Quitting is not an option, so, with the benefit of a few-too-many drinks and some dubious advice from a hustling ex-con, the three friends devise a convoluted and seemingly foolproof plan to rid themselves of their respective employers... permanently.",False,"[35, 80]",16.99,6.6,6281
Ratatouille,Watched,"August 27, 2023",8.5,10.0,Drama,Disney +,Valerie,Valerie,https://www.imdb.com/title/tt0382932/,"June 27, 2007",tt0382932,"{'tmdb_id': 2062, 'summary': ""Remy, a resident of Paris, appreciates good food and has quite a sophisticated palate. He would love to become a chef so he can create and enjoy culinary masterpieces to his heart's delight. The only problem is, Remy is a rat. When he winds up in the sewer beneath one of Paris' finest restaurants, the rodent gourmet finds himself ideally placed to realize his dream."", 'adult': False, 'genre_ids': [16, 35, 10751, 14], 'popularity': 127.791, 'vote_average': 7.824, 'vote_count': 16923}",2062,"Remy, a resident of Paris, appreciates good food and has quite a sophisticated palate. He would love to become a chef so he can create and enjoy culinary masterpieces to his heart's delight. The only problem is, Remy is a rat. When he winds up in the sewer beneath one of Paris' finest restaurants, the rodent gourmet finds himself ideally placed to realize his dream.",False,"[16, 35, 10751, 14]",127.791,7.824,16923
